reaction_description（原文中对实验条件的简要描述，例：CT reduction in ultrapure water）,Chemical Reaction Equation（反应方程式例如CCl4 + e- →CCl3 + Cl-）,reaction_step（总反应/第1步/第2步）,reaction_type（还原 / 氧化 / 生物降解/还原+生物降解等）,reactant（反应物）,product（含产物生成比例）,reaction_order（1/0/2）,rate_constant,rate_constant_unit（min⁻¹ / h⁻¹ / L·m⁻²·h⁻¹）,half_life,half_life_unit（h / min / d）,activation_energy（活化能）,activation_energy_unit（kJ/mol）,temperature,temperature_unit（°C / K）,pH,pH_note（"buffered" / "initial"）,initial_concentration,initial_concentration_unit（mg/L / μM / mM）,mineral_type,mineral_surface_area,mineral_surface_area_unit（m²/g）,experiment_type（批次 / 柱实验 / 田间）,影响速率常数因素（pH/温度/反应物浓度/生成物浓度等）,影响速率常数因子n,oxygen_condition（氧气条件 好氧 / 厌氧 / 微好氧）,notes（其他备注，如"CF yield 28%" / "k1 and k2 from sequential fitting"）,参考文献,journal（文献发表所在期刊）
"1,2-dichloroethane dechlorination over Pt10Sn1/SiO2 reduced at 220°C, steady state",CH2ClCH2Cl + H2 → C2H6 + C2H5Cl + HCl,总反应,还原,CH2ClCH2Cl,"C2H6 (89%), C2H5Cl (11%)",NA,66,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt10Sn1/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.7%, TOS for SS 19 h","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt2Sn1/SiO2 reduced at 220°C, steady state",CH2ClCH2Cl + H2 → C2H6 + C2H5Cl + HCl,总反应,还原,CH2ClCH2Cl,"C2H6 (95%), C2H5Cl (5%)",NA,24,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt2Sn1/SiO2,NA,300,批次,NA,NA,NA,"Conversion 2.4%, TOS for SS 12 h","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt1Sn1/SiO2 reduced at 220°C, steady state",CH2ClCH2Cl + H2 → C2H6 + C2H5Cl + HCl,总反应,还原,CH2ClCH2Cl,"C2H6 (96%), C2H5Cl (4%)",NA,6.8,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt1Sn1/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.8%, TOS for SS 2 h","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt1Sn2/SiO2 reduced at 220°C, steady state",CH2ClCH2Cl + H2 → C2H4 + C2H6 + HCl,总反应,还原,CH2ClCH2Cl,"C2H4 (86%), C2H6 (14%)",NA,6.4,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt1Sn2/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.3%, TOS for SS 42 h","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt1Sn3/SiO2 reduced at 220°C, steady state",CH2ClCH2Cl + H2 → C2H4 + C2H6 + HCl,总反应,还原,CH2ClCH2Cl,"C2H4 (96%), C2H6 (4%)",NA,4,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt1Sn3/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.0%, TOS for SS 8 h","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt/SiO2 reduced at 350°C, steady state",CH2ClCH2Cl + H2 → C2H6 + C2H5Cl + HCl,总反应,还原,CH2ClCH2Cl,"C2H6 (83%), C2H5Cl (17%)",NA,22,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.3%, TOS for SS 89 h, reduced at 350°C","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt1Sn2/SiO2 reduced at 350°C, steady state",CH2ClCH2Cl + H2 → C2H4 + C2H6 + HCl,总反应,还原,CH2ClCH2Cl,"C2H4 (68%), C2H6 (32%)",NA,6.1,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt1Sn2/SiO2,NA,300,批次,还原温度,NA,NA,"Conversion 1.3%, TOS for SS 39 h, reduced at 350°C","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
"1,2-dichloroethane dechlorination over Pt1Sn3/SiO2 reduced at 350°C, steady state",CH2ClCH2Cl + H2 → C2H4 + C2H6 + HCl,总反应,还原,CH2ClCH2Cl,"C2H4 (98%), C2H6 (2%)",NA,3.8,10^4 s^-1,NA,NA,NA,NA,200,°C,NA,NA,7300,ppm,Pt1Sn3/SiO2,NA,300,批次,NA,NA,NA,"Conversion 1.0%, TOS for SS 4 h, reduced at 350°C","Hydrogen-assisted 1,2-dichloroethane dechlorination catalyzed by Pt-Sn/SiO2:: Effect of the Pt/Sn atomic ratio",Journal of Catalysis
EER on Fe-Nx-C SACs,DCE + 2e- → C2H4 + 2Cl-,总反应,还原,"1,2-dichloroethane",ethylene (96.3%); vinyl chloride (3.7%),NA,NA,NA,NA,NA,0.44,eV,NA,NA,NA,NA,0.25,M,Fe-Nx-C,single-atom catalyst,465,批次,电位,NA,厌氧,Energy barrier for ethylene formation on Fe-N4 site,Ultrathin Fe-Nx-C single-atom catalysts with bifunctional active site for simultaneous production of ethylene and aromatic chlorides,Nano Energy
EER ‖ ACR coupled system at optimal conditions,DCE + ANI → C2H4 + para-CANI,总反应,还原+氧化,"1,2-dichloroethane; anisole",ethylene (88.3%); para-chloroanisole (96.3%),NA,327.9; 250.3,μmol·mg⁻¹·h⁻¹,NA,NA,NA,NA,NA,NA,NA,NA,0.25; 0.10,M,Fe-Nx-C,single-atom catalyst,465,批次,反应物浓度,NA,厌氧,"Ethylene rate 327.9, para-CANI rate 250.3 μmol·mg⁻¹·h⁻¹; FE ethylene 38.3-43.7%, FE para-CANI 46.5-55.0%",Ultrathin Fe-Nx-C single-atom catalysts with bifunctional active site for simultaneous production of ethylene and aromatic chlorides,Nano Energy
Pt/C standard pretreatment (H2 220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~5%); ethane (~95%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt/C, 0.50% Pt loading, 26.5% Pt exposed, conversion 4-5%, space velocity 7174-8967 h⁻¹","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu1/C standard pretreatment (H2 220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~20% steady state); ethane (~80% steady state),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment; TOS,NA,NA,"Pt1-Cu1/C, 0.49% Pt + 0.16% Cu, Cu/Pt=1:1, 52.4% Pt exposed, conversion 4-5%","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C standard pretreatment (H2 220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~80% steady state); ethane (~20% steady state),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment; TOS,NA,NA,"Pt1-Cu3/C, 0.50% Pt + 0.49% Cu, Cu/Pt=3:1, 41.5% Pt exposed, conversion 4-5%, TOF 0.53-0.82 s⁻¹","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu1/C HCl pretreatment (H2 220°C + HCl 200°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~35%); ethane (~65%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu1/C, pretreatment: standard + HCl (10.4% HCl, 30 ml/min) at 200°C for 1.5h","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C HCl pretreatment (H2 220°C + HCl 200°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~95%); ethane (~5%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu3/C, pretreatment: standard + HCl at 200°C","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt/C He pretreatment (220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~10%); ethane (~90%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt/C, non-reductive pretreatment in He at 220°C for 1.5h","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu1/C He pretreatment (220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~75%); ethane (~25%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu1/C, non-reductive pretreatment in He at 220°C","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C He pretreatment (220°C),CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (~95%); ethane (~5%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu3/C, non-reductive pretreatment in He at 220°C, lowest TOF 0.53 s⁻¹","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C reduction at 400°C,CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (91-95%); ethane (5-9%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu3/C, reduction at 400°C for 3.5h","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C He 220°C then H2 220°C,CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (91-95%); ethane (5-9%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu3/C, He at 220°C followed by reduction at 220°C","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
Pt1-Cu3/C H2 220°C then He 400°C,CH2ClCH2Cl + H2 → C2H4 + 2HCl (ethylene); CH2ClCH2Cl + 2H2 → C2H6 + 2HCl (ethane),total reaction,还原,"1,2-dichloroethane",ethylene (91-95%); ethane (5-9%),NA,NA,NA,NA,NA,NA,NA,200,°C,NA,NA,7000,ppm,NA,NA,NA,批次,catalyst pretreatment,NA,NA,"Pt1-Cu3/C, reduction at 220°C followed by He at 400°C for 3.5h","Hydrodechlorination of 1,2-dichloroethane catalyzed by Pt-Cu/C: effect of catalyst pretreatment",Applied Catalysis B: Environmental
"VcrA-MBP catalyzed 1,1-DCE reduction with methyl viologen","1,1-DCE + 4e- + 2H+ → ethene",总反应,还原,"1,1-dichloroethene (1,1-DCE)",vinyl chloride; ethene,NA,177,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,Heterologously expressed VcrA-MBP; KM = 50 µM; two-step conversion via VC intermediate,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA-MBP catalyzed 1,1-DCE reduction without methyl viologen","1,1-DCE + 4e- + 2H+ → ethene",总反应,还原,"1,1-dichloroethene (1,1-DCE)",vinyl chloride; ethene,NA,43.8,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,Heterologously expressed VcrA-MBP without methyl viologen; KM = 50 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA-MBP catalyzed 1,2-DCA dihaloelimination with methyl viologen","1,2-DCA → ethene + 2Cl-",总反应,还原,"1,2-dichloroethane (1,2-DCA)",ethene,NA,270,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,Heterologously expressed VcrA-MBP; KM = 1300 µM; novel dihaloelimination activity,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA-MBP catalyzed 1,2-DCA dihaloelimination without methyl viologen","1,2-DCA → ethene + 2Cl-",总反应,还原,"1,2-dichloroethane (1,2-DCA)",ethene,NA,96,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,Heterologously expressed VcrA-MBP without methyl viologen; KM = 1300 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA (no MBP tag) catalyzed 1,1-DCE reduction with methyl viologen","1,1-DCE + 4e- + 2H+ → ethene",总反应,还原,"1,1-dichloroethene (1,1-DCE)",vinyl chloride; ethene,NA,578,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,VcrA without MBP tag; KM = 45 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA (no MBP tag) catalyzed 1,1-DCE reduction without methyl viologen","1,1-DCE + 4e- + 2H+ → ethene",总反应,还原,"1,1-dichloroethene (1,1-DCE)",vinyl chloride; ethene,NA,257,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,VcrA without MBP tag and without methyl viologen; KM = 45 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA (no MBP tag) catalyzed 1,2-DCA dihaloelimination with methyl viologen","1,2-DCA → ethene + 2Cl-",总反应,还原,"1,2-dichloroethane (1,2-DCA)",ethene,NA,618,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,VcrA without MBP tag; KM = 1300 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"VcrA (no MBP tag) catalyzed 1,2-DCA dihaloelimination without methyl viologen","1,2-DCA → ethene + 2Cl-",总反应,还原,"1,2-dichloroethane (1,2-DCA)",ethene,NA,338,s⁻¹,NA,NA,NA,NA,20,°C,8.5,buffered,varied,µM,NA,NA,NA,批次,NA,NA,厌氧,VcrA without MBP tag and without methyl viologen; KM = 1300 µM,Biochemical and EPR-Spectroscopic Investigation into Heterologously Expressed Vinyl Chloride Reductive Dehalogenase (VcrA) from Dehalococcoides mccartyi Strain VS,J. Am. Chem. Soc.
"1,2-DCE oxidation over TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,2.99E-08,mol/(gcat·s),NA,NA,89,kJ/mol,260,°C,NA,NA,1000,ppm,TiO2,metal oxide,133,批次,温度,1,好氧,"T10%=274°C, T50%=410°C, T90%=>450°C; SHCl=37.6%","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
"1,2-DCE oxidation over 10CrOx-TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,2.35E-07,mol/(gcat·s),NA,NA,35,kJ/mol,260,°C,NA,NA,1000,ppm,10CrOx-TiO2,mixed oxide,128,批次,温度,1,好氧,"T10%=186°C, T50%=255°C, T90%=284°C; SHCl=89.6%; 10wt% CrOx","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
"1,2-DCE oxidation over 10MnOx-TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,5.29E-08,mol/(gcat·s),NA,NA,69,kJ/mol,260,°C,NA,NA,1000,ppm,10MnOx-TiO2,mixed oxide,114,批次,温度,1,好氧,"T10%=254°C, T50%=372°C, T90%=425°C; SHCl=73.8%; 10wt% MnOx","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
"1,2-DCE oxidation over 10FeOx-TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,2.14E-07,mol/(gcat·s),NA,NA,38,kJ/mol,260,°C,NA,NA,1000,ppm,10FeOx-TiO2,mixed oxide,118,批次,温度,1,好氧,"T10%=223°C, T50%=261°C, T90%=305°C; SHCl=83.1%; 10wt% FeOx","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
"1,2-DCE oxidation over 10NiOx-TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,7.70E-08,mol/(gcat·s),NA,NA,53,kJ/mol,260,°C,NA,NA,1000,ppm,10NiOx-TiO2,mixed oxide,113,批次,温度,1,好氧,"T10%=225°C, T50%=320°C, T90%=363°C; SHCl=73.6%; 10wt% NiOx","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
"1,2-DCE oxidation over 10CuOx-TiO2 at SV=40,000 mL/(g h)","1,2-DCE + O2 → CO2 + H2O + HCl",总反应,氧化,"1,2-dichloroethane",CO2; H2O; HCl,1,5.73E-08,mol/(gcat·s),NA,NA,61,kJ/mol,260,°C,NA,NA,1000,ppm,10CuOx-TiO2,mixed oxide,120,批次,温度,1,好氧,"T10%=238°C, T50%=359°C, T90%=402°C; SHCl=79.5%; 10wt% CuOx","Effect of transition metal oxide doping on catalytic activity of titania for the oxidation of 1,2-dichloroethane",Catalysis Today
Nucleophilic substitution of dichloroethane by Asp124 in haloalkane dehalogenase,DCE + Asp124-COO- → product + Cl-,总反应,还原,dichloroethane (DCE),alcohol + Cl-,1,NA,NA,NA,NA,15.3,kcal/mol,298,K,7,initial,NA,NA,NA,NA,NA,批次,NA,NA,NA,Experimental ΔG‡ = 15.3 kcal/mol from TST; computational ΔG‡ = 15.8 kcal/mol (AM1-SRP corrected); transmission coefficient κ = 0.53,Dynamics of an enzymatic substitution reaction in haloalkane dehalogenase,J. AM. CHEM. SOC.
Nucleophilic substitution of dichloroethane by acetate in water (uncatalyzed reference),DCE + CH3COO- → product + Cl-,总反应,还原,dichloroethane (DCE),alcohol + Cl-,1,NA,NA,NA,NA,29.9,kcal/mol,373,K,NA,NA,NA,NA,NA,NA,NA,批次,NA,NA,NA,Experimental ΔG‡ = 29.9 kcal/mol at 373 K (ref 73); computational ΔG‡ = 26.7 kcal/mol at 298 K (AM1-SRP corrected); transmission coefficient κ = 0.26,Dynamics of an enzymatic substitution reaction in haloalkane dehalogenase,J. AM. CHEM. SOC.
CF reduction by CfrA enzyme in ACT-3 culture,CF + 2e- + H+ → DCM + Cl-,总反应,还原,chloroform,dichloromethane,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,buffered,0.5,mM,NA,NA,NA,批次,enzyme type,NA,厌氧,24h assay with crude protein extract; 228±3 nmol DCM produced from CF in ACT-3 culture,"Identification of Dehalobacter reductive dehalogenases that catalyse dechlorination of chloroform, 1,1,1-trichloroethane and 1,1-dichloroethane",Phil Trans R Soc B
"1,1-DCA reduction by DcrA enzyme in ACT-3 culture","1,1-DCA + 2e- + H+ → CA + Cl-",第2步,还原,"1,1-dichloroethane",chloroethane,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,buffered,0.5,mM,NA,NA,NA,批次,enzyme type,NA,厌氧,"24h assay; 56±2 nmol CA produced from 1,1-DCA in ACT-3 culture","Identification of Dehalobacter reductive dehalogenases that catalyse dechlorination of chloroform, 1,1,1-trichloroethane and 1,1-dichloroethane",Phil Trans R Soc B
"1,1-DCA reduction by DcrA enzyme in DCA subculture","1,1-DCA + 2e- + H+ → CA + Cl-",第2步,还原,"1,1-dichloroethane",chloroethane,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,buffered,0.5,mM,NA,NA,NA,批次,enzyme type,NA,厌氧,24h assay; 47±1 nmol CA produced in DCA subculture,"Identification of Dehalobacter reductive dehalogenases that catalyse dechlorination of chloroform, 1,1,1-trichloroethane and 1,1-dichloroethane",Phil Trans R Soc B
DCE oxidation over CZ50/50S at 250°C,C2H4Cl2 + O2 → CO2 + CO + HCl + Cl2,总反应,氧化,"1,2-dichloroethane",CO2 (27%); CO (69%); HCl (92%); Cl2 (5%); vinyl chloride,NA,NA,NA,NA,NA,NA,NA,250,°C,NA,NA,1000,ppm,Ce0.5Zr0.5O2,sulphated mixed oxide,98,批次,温度,NA,好氧,GHSV=30000 h⁻¹; conversion 55% at 250°C after 75h,Promoted activity of sulphated Ce/Zr mixed oxides for chlorinated VOC oxidative abatement,Applied Catalysis B: Environmental
DCE oxidation over CZ15/85S,C2H4Cl2 + O2 → CO2 + CO + HCl + Cl2,总反应,氧化,"1,2-dichloroethane",CO2; CO; HCl; Cl2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,ppm,Ce0.15Zr0.85O2,sulphated mixed oxide,90,批次,温度,NA,好氧,"GHSV=30000 h⁻¹; T50≈230°C, T90≈300°C",Promoted activity of sulphated Ce/Zr mixed oxides for chlorinated VOC oxidative abatement,Applied Catalysis B: Environmental
DCE oxidation over CZ80/20S,C2H4Cl2 + O2 → CO2 + CO + HCl + Cl2,总反应,氧化,"1,2-dichloroethane",CO2; CO; HCl; Cl2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,ppm,Ce0.8Zr0.2O2,sulphated mixed oxide,79,批次,温度,NA,好氧,"GHSV=30000 h⁻¹; T50≈250°C, T90≈350°C",Promoted activity of sulphated Ce/Zr mixed oxides for chlorinated VOC oxidative abatement,Applied Catalysis B: Environmental
DCE oxidation over CZ50/50 (fresh),C2H4Cl2 + O2 → CO2 + CO + HCl + Cl2,总反应,氧化,"1,2-dichloroethane",CO2 (75%); CO; HCl (80%); Cl2 (20%),NA,NA,NA,NA,NA,NA,NA,400,°C,NA,NA,1000,ppm,Ce0.5Zr0.5O2,mixed oxide,99,批次,温度,NA,好氧,"GHSV=30000 h⁻¹; T50≈300°C, T90≈400°C; conversion 25% at 250°C initially, decreased to 15% after 75h",Promoted activity of sulphated Ce/Zr mixed oxides for chlorinated VOC oxidative abatement,Applied Catalysis B: Environmental
ENA microcosm experiment 1 with lactate amendment,"1,2-DCA → ethene",总反应,还原,"1,2-DCA",ethene,1,0.039,h⁻¹,18,h,NA,NA,26,°C,7,initial,100,ppm,NA,NA,NA,批次,NA,NA,厌氧,Enrichment factor ε13C = -11.3 ± 0.3‰; dichloroelimination pathway,"1,2-DCA Natural Attenuation Evaluation in Groundwater: Insight by Dual Isotope 13C/37Cl and Molecular Analysis Approach",Water
NA microcosm experiment (natural conditions),"1,2-DCA → ethene",总反应,还原,"1,2-DCA",ethene,1,0.011,h⁻¹,66,h,NA,NA,26,°C,7,initial,100,ppm,NA,NA,NA,批次,NA,NA,厌氧,Enrichment factor ε13C = -9.1 ± 0.3‰; fresh culture from P16; dichloroelimination pathway,"1,2-DCA Natural Attenuation Evaluation in Groundwater: Insight by Dual Isotope 13C/37Cl and Molecular Analysis Approach",Water
"Haloalkane dehalogenase enzyme activity assay with 1,2-dichloroethane",CH2Cl-CH2Cl + H2O → CH2Cl-CH2OH + HCl,总反应,生物降解,"1,2-dichloroethane",2-chloroethanol,NA,NA,NA,NA,NA,NA,NA,30,°C,7.5,buffered,5,mM,NA,NA,NA,批次,NA,NA,NA,Specific activities ranged from 240-2340 mU/mg protein depending on strain and growth conditions; dehalogenase constitutively expressed at 2-3% of soluble cellular protein in wild-type,"CLONING OF 1,2-DICHLOROETHANE DEGRADATION GENES OF XANTHOBACTER-AUTOTROPHICUS GJ10 AND EXPRESSION AND SEQUENCING OF THE DHLA GENE",Journal of Bacteriology
