反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
As(V) adsorption onto IBA with 5 mg/L HA,总反应,吸附,As(V),NA,0.05,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4b, Table 1; pseudo-first order model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.050 h⁻¹",Fakour & Lin 2014
As(V) adsorption onto IBA with 30 mg/L HA,总反应,吸附,As(V),NA,0.051,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 4b, Table 1; pseudo-first order model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.051 h⁻¹",Fakour & Lin 2014
As(III) desorption from As-presorbed IBA by 5 mg/L HA,总反应,解吸,As(III),NA,0.08,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 7a, Table 1; pseudo-first order desorption model; R²: 0.99; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,des=0.08 h⁻¹; presorbed ~16 mg/g",Fakour & Lin 2014
As(III) desorption from As-presorbed IBA by 30 mg/L HA,总反应,解吸,As(III),NA,0.07,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 7a, Table 1; pseudo-first order desorption model; R²: 0.99; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,des=0.07 h⁻¹; presorbed ~16 mg/g",Fakour & Lin 2014
As(V) desorption from As-presorbed IBA by 5 mg/L HA,总反应,解吸,As(V),NA,0.06,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 7b, Table 1; pseudo-first order desorption model; R²: 0.99; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,des=0.06 h⁻¹; presorbed ~7 mg/g",Fakour & Lin 2014
As(V) desorption from As-presorbed IBA by 30 mg/L HA,总反应,解吸,As(V),NA,0.34,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 7b, Table 1; pseudo-first order desorption model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,des=0.34 h⁻¹; presorbed ~7 mg/g",Fakour & Lin 2014
As(III) adsorption onto HA-presorbed IBA (5 mg/L HA),总反应,吸附,As(III),NA,0.069,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 10a, Table 1; pseudo-first order model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.069 h⁻¹; IBA preloaded with HA",Fakour & Lin 2014
As(III) adsorption onto HA-presorbed IBA (30 mg/L HA),总反应,吸附,As(III),NA,0.046,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 10a, Table 1; pseudo-first order model; R²: 0.97; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.046 h⁻¹; IBA preloaded with HA",Fakour & Lin 2014
As(V) adsorption onto HA-presorbed IBA (5 mg/L HA),总反应,吸附,As(V),NA,0.02,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 10b, Table 1; pseudo-first order model; R²: 0.98; 共存物: Humic acid; 共存物浓度: 5; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.020 h⁻¹; IBA preloaded with HA",Fakour & Lin 2014
As(V) adsorption onto HA-presorbed IBA (30 mg/L HA),总反应,吸附,As(V),NA,0.015,h⁻¹,NA,NA,1,NA,NA,NA,NA,room temperature,NA,7.5,NA,NA,IOCD-20.11,93000,m²/kg,5,mg/L,Iron oxide coated diatomite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Figure 10b, Table 1; pseudo-first order model; R²: 0.99; 共存物: Humic acid; 共存物浓度: 30; 共存物单位: mg/L; 催化剂投加: 0.2; 催化剂单位: g/L; 影响因素: HA浓度; 尺度: 实验室; 介质: 水; 光: 避光; 提取方法: 表格直接提取; 期刊: Int. J. Environ. Res. Public Health; 地区(作者): Taiwan; 尾注: Pseudo-first order k1,ads=0.015 h⁻¹; IBA preloaded with HA",Fakour & Lin 2014
"As(III) adsorption on SMIOCS, Co=0.5 mg/L, AAS model",总反应,adsorption,As(III),NA,1.47,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,0.5,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm; ionic strength 0.01 M NaNO3",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, Co=1.0 mg/L, AAS model",总反应,adsorption,As(III),NA,1.42,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, Co=2.0 mg/L, AAS model",总反应,adsorption,As(III),NA,1.1,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,2,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, Co=0.5 mg/L, reaction rate model",总反应,adsorption,As(III),NA,3.45,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,0.5,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, Co=1.0 mg/L, reaction rate model",总反应,adsorption,As(III),NA,2.4,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, Co=2.0 mg/L, reaction rate model",总反应,adsorption,As(III),NA,0.83,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,2,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, kinetic study at room temp 27±1°C; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: As(III) concentration; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, particle size 0.324 mm, AAS model",总反应,adsorption,As(III),NA,0.68,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,7.9,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of media size; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: particle size; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.324 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, particle size 0.716 mm, AAS model",总反应,adsorption,As(III),NA,1.59,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,2.95,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of media size; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: particle size; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.716 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, particle size 0.324 mm, reaction rate model",总反应,adsorption,As(III),NA,4.78,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,7.9,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of media size; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: particle size; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.324 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, particle size 0.716 mm, reaction rate model",总反应,adsorption,As(III),NA,7.18,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,2.95,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of media size; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: particle size; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.716 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, dosage 10 g/L, AAS model",总反应,adsorption,As(III),NA,1.27,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of sorbent dose; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: sorbent dose; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, dosage 15 g/L, AAS model",总反应,adsorption,As(III),NA,1.47,h⁻¹,NA,NA,1,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of sorbent dose; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 15; 催化剂单位: g/L; 影响因素: sorbent dose; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, dosage 10 g/L, reaction rate model",总反应,adsorption,As(III),NA,1.55,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of sorbent dose; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 10; 催化剂单位: g/L; 影响因素: sorbent dose; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, dosage 15 g/L, reaction rate model",总反应,adsorption,As(III),NA,1.88,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,NA,NA,27,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of sorbent dose; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 15; 催化剂单位: g/L; 影响因素: sorbent dose; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=30°C, AAS model",总反应,adsorption,As(III),NA,1.34,h⁻¹,NA,NA,1,NA,NA,-7.49,kJ/mol,30,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; enthalpy of adsorption ΔH°=-7.49 kJ/mol; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=40°C, AAS model",总反应,adsorption,As(III),NA,1.36,h⁻¹,NA,NA,1,NA,NA,-7.49,kJ/mol,40,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=50°C, AAS model",总反应,adsorption,As(III),NA,1.26,h⁻¹,NA,NA,1,NA,NA,-7.49,kJ/mol,50,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: AAS model Ks value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=30°C, reaction rate model",总反应,adsorption,As(III),NA,1.59,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,-7.49,kJ/mol,30,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=40°C, reaction rate model",总反应,adsorption,As(III),NA,1.68,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,-7.49,kJ/mol,40,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
"As(III) adsorption on SMIOCS, T=50°C, reaction rate model",总反应,adsorption,As(III),NA,1.54,dm³·mg⁻¹·h⁻¹,NA,NA,2,NA,NA,-7.49,kJ/mol,50,°C,7.2,NA,NA,coated sand,3.74,m²/g,1,mg/L,sulfate-modified iron oxide-coated sand (SMIOCS),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,batch,"备注: Table 2, effect of temperature; 共存物: NaNO3; 共存物浓度: 0.01; 共存物单位: M; 催化剂投加: 20; 催化剂单位: g/L; 影响因素: temperature; 尺度: laboratory; 介质: water; 提取方法: table extraction; 期刊: J Chem Technol Biotechnol; 地区(作者): India; 尾注: Reaction rate model KR value; particle size 0.498 mm",Vaishya & Gupta 2003
Arsenic adsorption on Fe3O4@SiO2 nanocomposite in batch experiments,总反应,吸附,As,NA,0.0047,min⁻¹,NA,NA,1,NA,NA,NA,NA,室温,NA,7,NA,NA,magnetic nanocomposite,NA,NA,100,mg/L,Fe3O4@SiO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 1, pseudo-first-order kinetic model; R²: 0.78; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: pH/温度/接触时间/初始浓度; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Biomass Conversion and Biorefinery; 地区(作者): Iran; 尾注: Pseudo-first-order model, qe(calc)=1.11 mg/g, poor fit",NA
Arsenic adsorption on Fe3O4@SiO2 nanocomposite in batch experiments,总反应,吸附,As,NA,0.024,g·mg⁻¹·min⁻¹,NA,NA,2,NA,NA,NA,NA,室温,NA,7,NA,NA,magnetic nanocomposite,NA,NA,100,mg/L,Fe3O4@SiO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次,"备注: Data from Table 1, pseudo-second-order kinetic model; R²: 0.95; 催化剂投加: 2; 催化剂单位: g/L; 影响因素: pH/温度/接触时间/初始浓度; 尺度: 实验室; 介质: 水; 提取方法: 表格直接提取; 期刊: Biomass Conversion and Biorefinery; 地区(作者): Iran; 尾注: Pseudo-second-order model, qe(calc)=4.83 mg/g, best fit",NA
