反应描述,脱氯步骤,反应类型,反应物,产物,速率常数,速率常数_单位,表面反应速率常数,表面反应速率常数_单位,反应级数,半衰期,半衰期_单位,活化能,活化能_单位,温度,温度_单位,pH,氧化还原电位,氧化还原电位_单位,固相矿物类型,矿物比表面积,矿物比表面积_单位,初始浓度,初始浓度_单位,矿物名称,矿物化学式,溶度积,溶度积_单位,沉淀速率常数,沉淀速率常数_单位,溶解速率常数,溶解速率常数_单位,离子活度积,离子活度积_单位,过饱和度,实验体系,其他条件,参考文献
"Na2SO4 30 mmol/L, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0215,min⁻¹,NA,NA,1,32.23,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V",
"Na2SO4 50 mmol/L, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0244,min⁻¹,NA,NA,1,28.4,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V",
"Initial pH 2, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0256,min⁻¹,NA,NA,1,27.07,min,NA,NA,25,°C,2,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Initial pH 5, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0204,min⁻¹,NA,NA,1,33.97,min,NA,NA,25,°C,5,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Initial pH 7, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0188,min⁻¹,NA,NA,1,36.86,min,NA,NA,25,°C,7,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Initial pH 9, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0225,min⁻¹,NA,NA,1,30.8,min,NA,NA,25,°C,9,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Initial pH 12, 180 min (Table 1)",总反应,还原,CCl4,"CHCl3, CH2Cl2",0.0239,min⁻¹,NA,NA,1,29,min,NA,NA,25,°C,12,NA,NA,NA,NA,NA,1,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Fe cathode & IrO2-RuO2/Ti anode, Cell voltage 30V, Na2SO4 30 mmol/L",
"Electrochemical reductive dechlorination of CT on Pd-Fe bimetallic thin films, pseudo-first-order kinetics (Fig. 5, Section 3.3.4)",总反应,还原,CCl4 (CT),CH4,8.15×10⁻²,min⁻¹,NA,NA,1,NA,NA,23.7,kJ mol⁻¹,303,K,NA,-0.2 V vs SCE,V vs SCE,NA,NA,NA,30,mg L⁻¹,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.5 M H₂SO₄, Pd/Fe weight ratio: 5.9, electrolysis time: 30 min",Facile fabrication of nanostructured Pd-Fe bimetallic thin films and their electrodechlorination activity
CT overall degradation by SDP-Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",0.66 ± 0.09,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,~100,µM,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,"Characterization and Reactivity of Iron Nanoparticles prepared with added Cu, Pd, and Ni"
CF formation from CT by SDP-Fe (Table 1),第1步,还原,CCl4,CHCl3,0.21 ± 0.03,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,~100,µM,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,
CF overall degradation by SDP-Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",1.9(±0.5) × 10⁻³,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,NA,NA,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,
CT overall degradation by HRP-Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",2.62 ± 0.11,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,~100,µM,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,
CF formation from CT by HRP-Fe (Table 1),第1步,还原,CCl4,CHCl3,0.88 ± 0.02,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,~100,µM,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,
CF overall degradation by HRP-Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",4.8(±0.6) × 10⁻³,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Fe nanoparticles,NA,NA,NA,NA,NA,Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,solid loading 1.2 g/L,
CT overall degradation by SDP-Cu(0.07)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",3.44 ± 0.51,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by SDP-Cu(0.07)Fe (Table 1),第1步,还原,CCl4,CHCl3,1.05 ± 0.17,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Cu, solid loading 1.2 g/L",
CF overall degradation by SDP-Cu(0.07)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",6.9(±0.3) × 10⁻³,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,NA,NA,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by SDP-Cu(0.38)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",5.32 ± 0.62,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.38 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by SDP-Cu(0.38)Fe (Table 1),第1步,还原,CCl4,CHCl3,1.89 ± 0.22,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.38 mol% Cu, solid loading 1.2 g/L",
CF overall degradation by SDP-Cu(0.38)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",1.4(±0.5) × 10⁻²,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,NA,NA,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.38 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by SDP-Cu(3.13)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",18.08 ± 3.96,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"3.13 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by SDP-Cu(3.13)Fe (Table 1),第1步,还原,CCl4,CHCl3,4.96 ± 0.70,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"3.13 mol% Cu, solid loading 1.2 g/L",
CF overall degradation by SDP-Cu(3.13)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",8.0(±1.5) × 10⁻¹,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,NA,NA,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"3.13 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by HRP-Cu(0.41)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",2.27 ± 0.33,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.41 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by HRP-Cu(0.41)Fe (Table 1),第1步,还原,CCl4,CHCl3,0.41 ± 0.11,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.41 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by HRP-Cu(0.78)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",1.29 ± 0.19,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.78 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by HRP-Cu(0.78)Fe (Table 1),第1步,还原,CCl4,CHCl3,0.31 ± 0.08,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.78 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by HRP-Cu(1.86)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",53.25 ± 8.95,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.86 mol% Cu, solid loading 1.2 g/L",
CF formation from CT by HRP-Cu(1.86)Fe (Table 1),第1步,还原,CCl4,CHCl3,23.21 ± 2.50,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,~100,µM,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.86 mol% Cu, solid loading 1.2 g/L",
CF overall degradation by HRP-Cu(1.86)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",6.73 ± 2.76,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Cu-Fe nanoparticles,NA,NA,NA,NA,NA,Cu/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.86 mol% Cu, solid loading 1.2 g/L",
CT overall degradation by SDP-Ni(0.07)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",2.73 ± 0.47,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by SDP-Ni(0.07)Fe (Table 1),第1步,还原,CCl4,CHCl3,1.03 ± 0.17,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Ni, solid loading 1.2 g/L",
CF overall degradation by SDP-Ni(0.07)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",1.4(±0.4) × 10⁻²,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,NA,NA,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.07 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by SDP-Ni(0.21)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",5.38 ± 0.85,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.21 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by SDP-Ni(0.21)Fe (Table 1),第1步,还原,CCl4,CHCl3,2.26 ± 0.33,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.21 mol% Ni, solid loading 1.2 g/L",
CF overall degradation by SDP-Ni(0.21)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",3.2(±0.9) × 10⁻²,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,NA,NA,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.21 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by SDP-Ni(0.79)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",10.78 ± 1.06,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.79 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by SDP-Ni(0.79)Fe (Table 1),第1步,还原,CCl4,CHCl3,3.27 ± 0.30,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.79 mol% Ni, solid loading 1.2 g/L",
CF overall degradation by SDP-Ni(0.79)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",3.2(±1.2) × 10⁻²,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,NA,NA,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.79 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by SDP-Ni(1.55)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",20.56 ± 1.58,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.55 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by SDP-Ni(1.55)Fe (Table 1),第1步,还原,CCl4,CHCl3,7.58 ± 0.48,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.55 mol% Ni, solid loading 1.2 g/L",
CF overall degradation by SDP-Ni(1.55)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",5.3(±1.1) × 10⁻²,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,NA,NA,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"1.55 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by HRP-Ni(0.36)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",1.03 ± 0.32,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.36 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by HRP-Ni(0.36)Fe (Table 1),第1步,还原,CCl4,CHCl3,0.22 ± 0.14,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.36 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by HRP-Ni(0.85)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",1.24 ± 0.71,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.85 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by HRP-Ni(0.85)Fe (Table 1),第1步,还原,CCl4,CHCl3,0.25 ± 0.30,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.85 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by HRP-Ni(2.31)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",25.98 ± 1.80,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"2.31 mol% Ni, solid loading 1.2 g/L",
CF formation from CT by HRP-Ni(2.31)Fe (Table 1),第1步,还原,CCl4,CHCl3,4.36 ± 0.38,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"2.31 mol% Ni, solid loading 1.2 g/L",
CF overall degradation by HRP-Ni(2.31)Fe (Table 1),总反应,还原,CHCl3,"CH2Cl2, CH4, CO",1.8(±0.9) × 10⁻³,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,NA,NA,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"2.31 mol% Ni, solid loading 1.2 g/L",
CT overall degradation by HRCO-Ni(0.90)Fe (Table 1),总反应,还原,CCl4,"CHCl3, CH2Cl2, CH4, CO",32.42 ± 7.90,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,NA,NA,7.5,NA,NA,Ni-Fe nanoparticles,NA,NA,~100,µM,NA,Ni/Fe⁰/Fe3O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CT degradation in Cycle 1 (Fig. 1),第1步,还原,CCl4,CHCl3,0.213,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,30,°C,7,NA,NA,nZVI,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.05 g nZVI in 100 mL DDW, 180 rpm shaking",Zero-valent iron nanoparticles with sustained high reductive activity for carbon tetrachloride dechlorination
CF formation in Cycle 1 (Fig. 1),第1步,还原,CCl4,CHCl3,0.058,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,30,°C,7,NA,NA,nZVI,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.05 g nZVI in 100 mL DDW, 180 rpm shaking",
CT degradation in Cycle 2 (Fig. 2),第1步,还原,CCl4,CHCl3,0.501,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,30,°C,~7.0-7.8,NA,NA,nZVI,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.05 g nZVI in 100 mL DDW, 180 rpm shaking, consecutive cycle",
CT degradation at pH-7 (Fig. 5),第1步,还原,CCl4,CHCl3,0.211,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,30,°C,7,NA,NA,nZVI,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.05 g nZVI, initial pH 7",
CT degradation at pH-10 (Fig. 5),第1步,还原,CCl4,CHCl3,0.11,h⁻¹,NA,NA,pseudo-first-order,NA,NA,NA,NA,30,°C,10,NA,NA,nZVI,NA,NA,50,μM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"0.05 g nZVI, initial pH 10",
nZVI对CT的降解反应 (Table 1),总反应,还原,CT,NA,0.79,h⁻¹,NA,NA,NA,NA,NA,44.42,kJ mol⁻¹,NA,NA,NA,NA,NA,nZVI,14.56,m² g⁻¹,3,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"粒径100-250 nm, 去除率50.5%",
Pd/Fe双金属纳米颗粒对CT的降解反应 (Table 1),总反应,还原,CT,NA,2.25,h⁻¹,NA,NA,NA,NA,NA,34.69,kJ mol⁻¹,NA,NA,NA,NA,NA,Pd/Fe双金属纳米颗粒,13.16,m² g⁻¹,3,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,Insight into the mode of action of Pd-doped zero-valent iron nanoparticles @ graphene (Pd/FePs@G) toward carbon tetrachloride dechlorination reaction in aqueous solution
Pd/FePs@G对CT的降解反应 (Table 1),总反应,还原,CT,NA,2.72,h⁻¹,NA,NA,NA,NA,NA,30.18,kJ mol⁻¹,30,℃,5.5,NA,NA,Pd/FePs@G,82.42,m² g⁻¹,3,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,NA,
"CT degradation by Zn(0) with citric acid at pH 3.5, data collected between 10-120 min (Table 1)",总反应,还原,CCl4,"CH4, Cl-",0.0159,min-1,NA,NA,pseudo-first-order,NA,NA,NA,NA,25,°C,3.5,NA,NA,NA,2.3,m2 g-1,20,mg L-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Zn(0) loading = 3 g L-1, citric acid present, shaker at 180 rpm",Rapid degradation of carbon tetrachloride by commercial micro-scale zinc powder assisted by citric acid
"CT degradation by Zn(0) with citric acid at pH 4.5, data collected between 10-120 min (Table 1)",总反应,还原,CCl4,"CH4, Cl-",0.0173,min-1,NA,NA,pseudo-first-order,NA,NA,NA,NA,25,°C,4.5,NA,NA,NA,2.3,m2 g-1,20,mg L-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Zn(0) loading = 3 g L-1, citric acid present, shaker at 180 rpm",
"CT degradation by Zn(0) with citric acid at pH 5.5, data collected between 10-120 min (Table 1, Fig. 4)",总反应,还原,CCl4,"CH4, Cl-",0.0175,min-1,NA,NA,pseudo-first-order,NA,NA,NA,NA,25,°C,5.5,NA,NA,NA,2.3,m2 g-1,20,mg L-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Zn(0) loading = 3 g L-1, citric acid present, shaker at 180 rpm, maximum dechlorination 82.4%",
"CT degradation by Zn(0) with citric acid at pH 6.5, data collected between 10-120 min (Table 1)",总反应,还原,CCl4,"CH4, Cl-",0.0108,min-1,NA,NA,pseudo-first-order,NA,NA,NA,NA,25,°C,6.5,NA,NA,NA,2.3,m2 g-1,20,mg L-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Zn(0) loading = 3 g L-1, citric acid present, shaker at 180 rpm, poor linearity (R2=0.8320) due to Zn(II) hydroxide interference",
"CT degradation by Zn(0) with citric acid at pH 7.5, data collected between 10-120 min (Table 1)",总反应,还原,CCl4,"CH4, Cl-",0.0021,min-1,NA,NA,pseudo-first-order,NA,NA,NA,NA,25,°C,7.5,NA,NA,NA,2.3,m2 g-1,20,mg L-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,批次实验,"Zn(0) loading = 3 g L-1, citric acid present, shaker at 180 rpm, poor linearity (R2=0.6405) due to Zn(II) hydroxide interference",
